"";"tipo_veiculo";"nome_montadora";"marca";"mes_ano";"qtd_licenciada";"mes";"ano"
"755";"Automóveis";"Peugeot Citroën";"Peugeot";"nov_20";1449;"nov";2020
"756";"Automóveis";"Peugeot Citroën";"Peugeot";"dez_20";1649;"dez";2020
"757";"Automóveis";"Peugeot Citroën";"Citroën";"jan_22";2285;"jan";2022
"758";"Automóveis";"Peugeot Citroën";"Citroën";"fev_22";1629;"fev";2022
"759";"Automóveis";"Peugeot Citroën";"Citroën";"mar_22";883;"mar";2022
"760";"Automóveis";"Peugeot Citroën";"Citroën";"abr_22";575;"abr";2022
"761";"Automóveis";"Peugeot Citroën";"Citroën";"mai_22";1592;"mai";2022
"762";"Automóveis";"Peugeot Citroën";"Citroën";"jun_22";3680;"jun";2022
"763";"Automóveis";"Peugeot Citroën";"Citroën";"jul_22";828;"jul";2022
"764";"Automóveis";"Peugeot Citroën";"Citroën";"ago_22";2086;"ago";2022
"765";"Automóveis";"Peugeot Citroën";"Citroën";"set_22";NA;"set";2022
"766";"Automóveis";"Peugeot Citroën";"Citroën";"out_22";NA;"out";2022
"767";"Automóveis";"Peugeot Citroën";"Citroën";"nov_22";NA;"nov";2022
"768";"Automóveis";"Peugeot Citroën";"Citroën";"dez_22";NA;"dez";2022
"769";"Automóveis";"Peugeot Citroën";"Citroën";"jan_21";655;"jan";2021
"770";"Automóveis";"Peugeot Citroën";"Citroën";"fev_21";666;"fev";2021
"771";"Automóveis";"Peugeot Citroën";"Citroën";"mar_21";1171;"mar";2021
"772";"Automóveis";"Peugeot Citroën";"Citroën";"abr_21";1464;"abr";2021
"773";"Automóveis";"Peugeot Citroën";"Citroën";"mai_21";1510;"mai";2021
"774";"Automóveis";"Peugeot Citroën";"Citroën";"jun_21";2175;"jun";2021
"775";"Automóveis";"Peugeot Citroën";"Citroën";"jul_21";2289;"jul";2021
"776";"Automóveis";"Peugeot Citroën";"Citroën";"ago_21";1689;"ago";2021
"777";"Automóveis";"Peugeot Citroën";"Citroën";"set_21";1545;"set";2021
"778";"Automóveis";"Peugeot Citroën";"Citroën";"out_21";1560;"out";2021
"779";"Automóveis";"Peugeot Citroën";"Citroën";"nov_21";2458;"nov";2021
"780";"Automóveis";"Peugeot Citroën";"Citroën";"dez_21";2722;"dez";2021
"781";"Automóveis";"Peugeot Citroën";"Citroën";"jan_20";1491;"jan";2020
"782";"Automóveis";"Peugeot Citroën";"Citroën";"fev_20";1712;"fev";2020
"783";"Automóveis";"Peugeot Citroën";"Citroën";"mar_20";972;"mar";2020
"784";"Automóveis";"Peugeot Citroën";"Citroën";"abr_20";328;"abr";2020
"785";"Automóveis";"Peugeot Citroën";"Citroën";"mai_20";426;"mai";2020
"786";"Automóveis";"Peugeot Citroën";"Citroën";"jun_20";1060;"jun";2020
"787";"Automóveis";"Peugeot Citroën";"Citroën";"jul_20";1185;"jul";2020
"788";"Automóveis";"Peugeot Citroën";"Citroën";"ago_20";998;"ago";2020
"789";"Automóveis";"Peugeot Citroën";"Citroën";"set_20";852;"set";2020
"790";"Automóveis";"Peugeot Citroën";"Citroën";"out_20";862;"out";2020
"791";"Automóveis";"Peugeot Citroën";"Citroën";"nov_20";1036;"nov";2020
"792";"Automóveis";"Peugeot Citroën";"Citroën";"dez_20";688;"dez";2020
"793";"Automóveis";"Renault";"Renault";"jan_22";6456;"jan";2022
"794";"Automóveis";"Renault";"Renault";"fev_22";8687;"fev";2022
"795";"Automóveis";"Renault";"Renault";"mar_22";7499;"mar";2022
"796";"Automóveis";"Renault";"Renault";"abr_22";7042;"abr";2022
"797";"Automóveis";"Renault";"Renault";"mai_22";5727;"mai";2022
"798";"Automóveis";"Renault";"Renault";"jun_22";9569;"jun";2022
"799";"Automóveis";"Renault";"Renault";"jul_22";8951;"jul";2022
"800";"Automóveis";"Renault";"Renault";"ago_22";10836;"ago";2022
"801";"Automóveis";"Renault";"Renault";"set_22";NA;"set";2022
"802";"Automóveis";"Renault";"Renault";"out_22";NA;"out";2022
"803";"Automóveis";"Renault";"Renault";"nov_22";NA;"nov";2022
"804";"Automóveis";"Renault";"Renault";"dez_22";NA;"dez";2022
"805";"Automóveis";"Renault";"Renault";"jan_21";8928;"jan";2021
"806";"Automóveis";"Renault";"Renault";"fev_21";9067;"fev";2021
"807";"Automóveis";"Renault";"Renault";"mar_21";10495;"mar";2021
"808";"Automóveis";"Renault";"Renault";"abr_21";9508;"abr";2021
"809";"Automóveis";"Renault";"Renault";"mai_21";10512;"mai";2021
"810";"Automóveis";"Renault";"Renault";"jun_21";11253;"jun";2021
"811";"Automóveis";"Renault";"Renault";"jul_21";9749;"jul";2021
"812";"Automóveis";"Renault";"Renault";"ago_21";6709;"ago";2021
"813";"Automóveis";"Renault";"Renault";"set_21";4478;"set";2021
"814";"Automóveis";"Renault";"Renault";"out_21";6050;"out";2021
"815";"Automóveis";"Renault";"Renault";"nov_21";7638;"nov";2021
"816";"Automóveis";"Renault";"Renault";"dez_21";11387;"dez";2021
"817";"Automóveis";"Renault";"Renault";"jan_20";13630;"jan";2020
"818";"Automóveis";"Renault";"Renault";"fev_20";13274;"fev";2020
"819";"Automóveis";"Renault";"Renault";"mar_20";10808;"mar";2020
"820";"Automóveis";"Renault";"Renault";"abr_20";3831;"abr";2020
"821";"Automóveis";"Renault";"Renault";"mai_20";4222;"mai";2020
"822";"Automóveis";"Renault";"Renault";"jun_20";9245;"jun";2020
"823";"Automóveis";"Renault";"Renault";"jul_20";10399;"jul";2020
"824";"Automóveis";"Renault";"Renault";"ago_20";6456;"ago";2020
"825";"Automóveis";"Renault";"Renault";"set_20";10859;"set";2020
"826";"Automóveis";"Renault";"Renault";"out_20";11825;"out";2020
"827";"Automóveis";"Renault";"Renault";"nov_20";11639;"nov";2020
"828";"Automóveis";"Renault";"Renault";"dez_20";13828;"dez";2020
"829";"Automóveis";"Toyota";"Toyota";"jan_22";7066;"jan";2022
"830";"Automóveis";"Toyota";"Toyota";"fev_22";10913;"fev";2022
"831";"Automóveis";"Toyota";"Toyota";"mar_22";13022;"mar";2022
"832";"Automóveis";"Toyota";"Toyota";"abr_22";12244;"abr";2022
"833";"Automóveis";"Toyota";"Toyota";"mai_22";13218;"mai";2022
"834";"Automóveis";"Toyota";"Toyota";"jun_22";12617;"jun";2022
"835";"Automóveis";"Toyota";"Toyota";"jul_22";12621;"jul";2022
"836";"Automóveis";"Toyota";"Toyota";"ago_22";11420;"ago";2022
"837";"Automóveis";"Toyota";"Toyota";"set_22";NA;"set";2022
"838";"Automóveis";"Toyota";"Toyota";"out_22";NA;"out";2022
"839";"Automóveis";"Toyota";"Toyota";"nov_22";NA;"nov";2022
"840";"Automóveis";"Toyota";"Toyota";"dez_22";NA;"dez";2022
"841";"Automóveis";"Toyota";"Toyota";"jan_21";6908;"jan";2021
"842";"Automóveis";"Toyota";"Toyota";"fev_21";7594;"fev";2021
"843";"Automóveis";"Toyota";"Toyota";"mar_21";9445;"mar";2021
"844";"Automóveis";"Toyota";"Toyota";"abr_21";10044;"abr";2021
"845";"Automóveis";"Toyota";"Toyota";"mai_21";12398;"mai";2021
"846";"Automóveis";"Toyota";"Toyota";"jun_21";12922;"jun";2021
"847";"Automóveis";"Toyota";"Toyota";"jul_21";14020;"jul";2021
"848";"Automóveis";"Toyota";"Toyota";"ago_21";13062;"ago";2021
"849";"Automóveis";"Toyota";"Toyota";"set_21";8164;"set";2021
"850";"Automóveis";"Toyota";"Toyota";"out_21";8865;"out";2021
"851";"Automóveis";"Toyota";"Toyota";"nov_21";10164;"nov";2021
"852";"Automóveis";"Toyota";"Toyota";"dez_21";13473;"dez";2021
"853";"Automóveis";"Toyota";"Toyota";"jan_20";11804;"jan";2020
"854";"Automóveis";"Toyota";"Toyota";"fev_20";11641;"fev";2020
"855";"Automóveis";"Toyota";"Toyota";"mar_20";8856;"mar";2020
"856";"Automóveis";"Toyota";"Toyota";"abr_20";3029;"abr";2020
"857";"Automóveis";"Toyota";"Toyota";"mai_20";3200;"mai";2020
"858";"Automóveis";"Toyota";"Toyota";"jun_20";5954;"jun";2020
"859";"Automóveis";"Toyota";"Toyota";"jul_20";7766;"jul";2020
"860";"Automóveis";"Toyota";"Toyota";"ago_20";8861;"ago";2020
"861";"Automóveis";"Toyota";"Toyota";"set_20";9780;"set";2020
"862";"Automóveis";"Toyota";"Toyota";"out_20";10501;"out";2020
"863";"Automóveis";"Toyota";"Toyota";"nov_20";11762;"nov";2020
"864";"Automóveis";"Toyota";"Toyota";"dez_20";12331;"dez";2020
"865";"Automóveis";"Toyota";"Lexus";"jan_22";43;"jan";2022
"866";"Automóveis";"Toyota";"Lexus";"fev_22";43;"fev";2022
"867";"Automóveis";"Toyota";"Lexus";"mar_22";35;"mar";2022
"868";"Automóveis";"Toyota";"Lexus";"abr_22";59;"abr";2022
"869";"Automóveis";"Toyota";"Lexus";"mai_22";29;"mai";2022
"870";"Automóveis";"Toyota";"Lexus";"jun_22";23;"jun";2022
"871";"Automóveis";"Toyota";"Lexus";"jul_22";22;"jul";2022
"872";"Automóveis";"Toyota";"Lexus";"ago_22";35;"ago";2022
"873";"Automóveis";"Toyota";"Lexus";"set_22";NA;"set";2022
"874";"Automóveis";"Toyota";"Lexus";"out_22";NA;"out";2022
"875";"Automóveis";"Toyota";"Lexus";"nov_22";NA;"nov";2022
"876";"Automóveis";"Toyota";"Lexus";"dez_22";NA;"dez";2022
"877";"Automóveis";"Toyota";"Lexus";"jan_21";17;"jan";2021
"878";"Automóveis";"Toyota";"Lexus";"fev_21";33;"fev";2021
"879";"Automóveis";"Toyota";"Lexus";"mar_21";28;"mar";2021
"880";"Automóveis";"Toyota";"Lexus";"abr_21";36;"abr";2021
"881";"Automóveis";"Toyota";"Lexus";"mai_21";35;"mai";2021
"882";"Automóveis";"Toyota";"Lexus";"jun_21";31;"jun";2021
"883";"Automóveis";"Toyota";"Lexus";"jul_21";49;"jul";2021
"884";"Automóveis";"Toyota";"Lexus";"ago_21";50;"ago";2021
"885";"Automóveis";"Toyota";"Lexus";"set_21";79;"set";2021
"886";"Automóveis";"Toyota";"Lexus";"out_21";48;"out";2021
"887";"Automóveis";"Toyota";"Lexus";"nov_21";53;"nov";2021
"888";"Automóveis";"Toyota";"Lexus";"dez_21";46;"dez";2021
"889";"Automóveis";"Toyota";"Lexus";"jan_20";86;"jan";2020
"890";"Automóveis";"Toyota";"Lexus";"fev_20";110;"fev";2020
"891";"Automóveis";"Toyota";"Lexus";"mar_20";59;"mar";2020
"892";"Automóveis";"Toyota";"Lexus";"abr_20";13;"abr";2020
"893";"Automóveis";"Toyota";"Lexus";"mai_20";28;"mai";2020
"894";"Automóveis";"Toyota";"Lexus";"jun_20";56;"jun";2020
"895";"Automóveis";"Toyota";"Lexus";"jul_20";48;"jul";2020
"896";"Automóveis";"Toyota";"Lexus";"ago_20";109;"ago";2020
"897";"Automóveis";"Toyota";"Lexus";"set_20";67;"set";2020
"898";"Automóveis";"Toyota";"Lexus";"out_20";46;"out";2020
"899";"Automóveis";"Toyota";"Lexus";"nov_20";42;"nov";2020
"900";"Automóveis";"Toyota";"Lexus";"dez_20";32;"dez";2020
"901";"Automóveis";"Volkswagen";"VW";"jan_22";10949;"jan";2022
"902";"Automóveis";"Volkswagen";"VW";"fev_22";11012;"fev";2022
"903";"Automóveis";"Volkswagen";"VW";"mar_22";12419;"mar";2022
"904";"Automóveis";"Volkswagen";"VW";"abr_22";9357;"abr";2022
"905";"Automóveis";"Volkswagen";"VW";"mai_22";22792;"mai";2022
"906";"Automóveis";"Volkswagen";"VW";"jun_22";23969;"jun";2022
"907";"Automóveis";"Volkswagen";"VW";"jul_22";25028;"jul";2022
"908";"Automóveis";"Volkswagen";"VW";"ago_22";29072;"ago";2022
"909";"Automóveis";"Volkswagen";"VW";"set_22";NA;"set";2022
"910";"Automóveis";"Volkswagen";"VW";"out_22";NA;"out";2022
"911";"Automóveis";"Volkswagen";"VW";"nov_22";NA;"nov";2022
"912";"Automóveis";"Volkswagen";"VW";"dez_22";NA;"dez";2022
"913";"Automóveis";"Volkswagen";"VW";"jan_21";23891;"jan";2021
"914";"Automóveis";"Volkswagen";"VW";"fev_21";24238;"fev";2021
"915";"Automóveis";"Volkswagen";"VW";"mar_21";29560;"mar";2021
"916";"Automóveis";"Volkswagen";"VW";"abr_21";24530;"abr";2021
"917";"Automóveis";"Volkswagen";"VW";"mai_21";25400;"mai";2021
"918";"Automóveis";"Volkswagen";"VW";"jun_21";18822;"jun";2021
"919";"Automóveis";"Volkswagen";"VW";"jul_21";15420;"jul";2021
"920";"Automóveis";"Volkswagen";"VW";"ago_21";20808;"ago";2021
"921";"Automóveis";"Volkswagen";"VW";"set_21";18791;"set";2021
"922";"Automóveis";"Volkswagen";"VW";"out_21";23484;"out";2021
"923";"Automóveis";"Volkswagen";"VW";"nov_21";19011;"nov";2021
"924";"Automóveis";"Volkswagen";"VW";"dez_21";23692;"dez";2021
"925";"Automóveis";"Volkswagen";"VW";"jan_20";24639;"jan";2020
"926";"Automóveis";"Volkswagen";"VW";"fev_20";26511;"fev";2020
"927";"Automóveis";"Volkswagen";"VW";"mar_20";21143;"mar";2020
"928";"Automóveis";"Volkswagen";"VW";"abr_20";5607;"abr";2020
"929";"Automóveis";"Volkswagen";"VW";"mai_20";7290;"mai";2020
"930";"Automóveis";"Volkswagen";"VW";"jun_20";19027;"jun";2020
"931";"Automóveis";"Volkswagen";"VW";"jul_20";27405;"jul";2020
"932";"Automóveis";"Volkswagen";"VW";"ago_20";29625;"ago";2020
"933";"Automóveis";"Volkswagen";"VW";"set_20";29776;"set";2020
"934";"Automóveis";"Volkswagen";"VW";"out_20";30611;"out";2020
"935";"Automóveis";"Volkswagen";"VW";"nov_20";31022;"nov";2020
"936";"Automóveis";"Volkswagen";"VW";"dez_20";33458;"dez";2020
"937";"Comerciais leves";"Caoa - Hyundai";"Caoa - Hyundai";"jan_22";112;"jan";2022
"938";"Comerciais leves";"Caoa - Hyundai";"Caoa - Hyundai";"fev_22";145;"fev";2022
"939";"Comerciais leves";"Caoa - Hyundai";"Caoa - Hyundai";"mar_22";147;"mar";2022
"940";"Comerciais leves";"Caoa - Hyundai";"Caoa - Hyundai";"abr_22";81;"abr";2022
"941";"Comerciais leves";"Caoa - Hyundai";"Caoa - Hyundai";"mai_22";41;"mai";2022
"942";"Comerciais leves";"Caoa - Hyundai";"Caoa - Hyundai";"jun_22";36;"jun";2022
"943";"Comerciais leves";"Caoa - Hyundai";"Caoa - Hyundai";"jul_22";26;"jul";2022
"944";"Comerciais leves";"Caoa - Hyundai";"Caoa - Hyundai";"ago_22";14;"ago";2022
"945";"Comerciais leves";"Caoa - Hyundai";"Caoa - Hyundai";"set_22";NA;"set";2022
"946";"Comerciais leves";"Caoa - Hyundai";"Caoa - Hyundai";"out_22";NA;"out";2022
"947";"Comerciais leves";"Caoa - Hyundai";"Caoa - Hyundai";"nov_22";NA;"nov";2022
"948";"Comerciais leves";"Caoa - Hyundai";"Caoa - Hyundai";"dez_22";NA;"dez";2022
"949";"Comerciais leves";"Caoa - Hyundai";"Caoa - Hyundai";"jan_21";322;"jan";2021
"950";"Comerciais leves";"Caoa - Hyundai";"Caoa - Hyundai";"fev_21";254;"fev";2021
"951";"Comerciais leves";"Caoa - Hyundai";"Caoa - Hyundai";"mar_21";252;"mar";2021
"952";"Comerciais leves";"Caoa - Hyundai";"Caoa - Hyundai";"abr_21";211;"abr";2021
"953";"Comerciais leves";"Caoa - Hyundai";"Caoa - Hyundai";"mai_21";306;"mai";2021
"954";"Comerciais leves";"Caoa - Hyundai";"Caoa - Hyundai";"jun_21";298;"jun";2021
"955";"Comerciais leves";"Caoa - Hyundai";"Caoa - Hyundai";"jul_21";303;"jul";2021
"956";"Comerciais leves";"Caoa - Hyundai";"Caoa - Hyundai";"ago_21";327;"ago";2021
"957";"Comerciais leves";"Caoa - Hyundai";"Caoa - Hyundai";"set_21";325;"set";2021
"958";"Comerciais leves";"Caoa - Hyundai";"Caoa - Hyundai";"out_21";268;"out";2021
"959";"Comerciais leves";"Caoa - Hyundai";"Caoa - Hyundai";"nov_21";265;"nov";2021
"960";"Comerciais leves";"Caoa - Hyundai";"Caoa - Hyundai";"dez_21";168;"dez";2021
"961";"Comerciais leves";"Caoa - Hyundai";"Caoa - Hyundai";"jan_20";396;"jan";2020
"962";"Comerciais leves";"Caoa - Hyundai";"Caoa - Hyundai";"fev_20";429;"fev";2020
"963";"Comerciais leves";"Caoa - Hyundai";"Caoa - Hyundai";"mar_20";379;"mar";2020
"964";"Comerciais leves";"Caoa - Hyundai";"Caoa - Hyundai";"abr_20";159;"abr";2020
"965";"Comerciais leves";"Caoa - Hyundai";"Caoa - Hyundai";"mai_20";216;"mai";2020
"966";"Comerciais leves";"Caoa - Hyundai";"Caoa - Hyundai";"jun_20";368;"jun";2020
"967";"Comerciais leves";"Caoa - Hyundai";"Caoa - Hyundai";"jul_20";492;"jul";2020
"968";"Comerciais leves";"Caoa - Hyundai";"Caoa - Hyundai";"ago_20";443;"ago";2020
"969";"Comerciais leves";"Caoa - Hyundai";"Caoa - Hyundai";"set_20";416;"set";2020
"970";"Comerciais leves";"Caoa - Hyundai";"Caoa - Hyundai";"out_20";167;"out";2020
"971";"Comerciais leves";"Caoa - Hyundai";"Caoa - Hyundai";"nov_20";293;"nov";2020
"972";"Comerciais leves";"Caoa - Hyundai";"Caoa - Hyundai";"dez_20";395;"dez";2020
"973";"Comerciais leves";"FCA";"Dodge";"jan_22";3;"jan";2022
"974";"Comerciais leves";"FCA";"Dodge";"fev_22";3;"fev";2022
"975";"Comerciais leves";"FCA";"Dodge";"mar_22";28;"mar";2022
"976";"Comerciais leves";"FCA";"Dodge";"abr_22";6;"abr";2022
"977";"Comerciais leves";"FCA";"Dodge";"mai_22";35;"mai";2022
"978";"Comerciais leves";"FCA";"Dodge";"jun_22";150;"jun";2022
"979";"Comerciais leves";"FCA";"Dodge";"jul_22";209;"jul";2022
"980";"Comerciais leves";"FCA";"Dodge";"ago_22";176;"ago";2022
"981";"Comerciais leves";"FCA";"Dodge";"set_22";NA;"set";2022
"982";"Comerciais leves";"FCA";"Dodge";"out_22";NA;"out";2022
"983";"Comerciais leves";"FCA";"Dodge";"nov_22";NA;"nov";2022
"984";"Comerciais leves";"FCA";"Dodge";"dez_22";NA;"dez";2022
"985";"Comerciais leves";"FCA";"Dodge";"jan_21";0;"jan";2021
"986";"Comerciais leves";"FCA";"Dodge";"fev_21";0;"fev";2021
"987";"Comerciais leves";"FCA";"Dodge";"mar_21";0;"mar";2021
"988";"Comerciais leves";"FCA";"Dodge";"abr_21";39;"abr";2021
"989";"Comerciais leves";"FCA";"Dodge";"mai_21";198;"mai";2021
"990";"Comerciais leves";"FCA";"Dodge";"jun_21";76;"jun";2021
"991";"Comerciais leves";"FCA";"Dodge";"jul_21";68;"jul";2021
"992";"Comerciais leves";"FCA";"Dodge";"ago_21";47;"ago";2021
"993";"Comerciais leves";"FCA";"Dodge";"set_21";49;"set";2021
"994";"Comerciais leves";"FCA";"Dodge";"out_21";33;"out";2021
"995";"Comerciais leves";"FCA";"Dodge";"nov_21";17;"nov";2021
"996";"Comerciais leves";"FCA";"Dodge";"dez_21";8;"dez";2021
"997";"Comerciais leves";"FCA";"Dodge";"jan_20";0;"jan";2020
"998";"Comerciais leves";"FCA";"Dodge";"fev_20";2;"fev";2020
"999";"Comerciais leves";"FCA";"Dodge";"mar_20";0;"mar";2020
"1000";"Comerciais leves";"FCA";"Dodge";"abr_20";0;"abr";2020
"1001";"Comerciais leves";"FCA";"Dodge";"mai_20";0;"mai";2020
"1002";"Comerciais leves";"FCA";"Dodge";"jun_20";0;"jun";2020
"1003";"Comerciais leves";"FCA";"Dodge";"jul_20";0;"jul";2020
"1004";"Comerciais leves";"FCA";"Dodge";"ago_20";1;"ago";2020
"1005";"Comerciais leves";"FCA";"Dodge";"set_20";0;"set";2020
"1006";"Comerciais leves";"FCA";"Dodge";"out_20";0;"out";2020
"1007";"Comerciais leves";"FCA";"Dodge";"nov_20";0;"nov";2020
"1008";"Comerciais leves";"FCA";"Dodge";"dez_20";0;"dez";2020
"1009";"Comerciais leves";"FCA";"Fiat";"jan_22";11815;"jan";2022
"1010";"Comerciais leves";"FCA";"Fiat";"fev_22";12604;"fev";2022
"1011";"Comerciais leves";"FCA";"Fiat";"mar_22";14376;"mar";2022
"1012";"Comerciais leves";"FCA";"Fiat";"abr_22";14166;"abr";2022
"1013";"Comerciais leves";"FCA";"Fiat";"mai_22";19231;"mai";2022
"1014";"Comerciais leves";"FCA";"Fiat";"jun_22";16257;"jun";2022
"1015";"Comerciais leves";"FCA";"Fiat";"jul_22";17009;"jul";2022
"1016";"Comerciais leves";"FCA";"Fiat";"ago_22";21012;"ago";2022
"1017";"Comerciais leves";"FCA";"Fiat";"set_22";NA;"set";2022
"1018";"Comerciais leves";"FCA";"Fiat";"out_22";NA;"out";2022
"1019";"Comerciais leves";"FCA";"Fiat";"nov_22";NA;"nov";2022
"1020";"Comerciais leves";"FCA";"Fiat";"dez_22";NA;"dez";2022
"1021";"Comerciais leves";"FCA";"Fiat";"jan_21";16374;"jan";2021
"1022";"Comerciais leves";"FCA";"Fiat";"fev_21";17212;"fev";2021
"1023";"Comerciais leves";"FCA";"Fiat";"mar_21";19139;"mar";2021
"1024";"Comerciais leves";"FCA";"Fiat";"abr_21";20737;"abr";2021
"1025";"Comerciais leves";"FCA";"Fiat";"mai_21";15780;"mai";2021
"1026";"Comerciais leves";"FCA";"Fiat";"jun_21";17879;"jun";2021
"1027";"Comerciais leves";"FCA";"Fiat";"jul_21";18564;"jul";2021
"1028";"Comerciais leves";"FCA";"Fiat";"ago_21";17878;"ago";2021
"1029";"Comerciais leves";"FCA";"Fiat";"set_21";15218;"set";2021
"1030";"Comerciais leves";"FCA";"Fiat";"out_21";13589;"out";2021
"1031";"Comerciais leves";"FCA";"Fiat";"nov_21";16300;"nov";2021
"1032";"Comerciais leves";"FCA";"Fiat";"dez_21";15831;"dez";2021
"1033";"Comerciais leves";"FCA";"Fiat";"jan_20";12115;"jan";2020
"1034";"Comerciais leves";"FCA";"Fiat";"fev_20";11482;"fev";2020
"1035";"Comerciais leves";"FCA";"Fiat";"mar_20";10136;"mar";2020
"1036";"Comerciais leves";"FCA";"Fiat";"abr_20";3874;"abr";2020
"1037";"Comerciais leves";"FCA";"Fiat";"mai_20";4437;"mai";2020
"1038";"Comerciais leves";"FCA";"Fiat";"jun_20";8066;"jun";2020
"1039";"Comerciais leves";"FCA";"Fiat";"jul_20";12601;"jul";2020
"1040";"Comerciais leves";"FCA";"Fiat";"ago_20";15951;"ago";2020
"1041";"Comerciais leves";"FCA";"Fiat";"set_20";19839;"set";2020
"1042";"Comerciais leves";"FCA";"Fiat";"out_20";19049;"out";2020
"1043";"Comerciais leves";"FCA";"Fiat";"nov_20";18981;"nov";2020
"1044";"Comerciais leves";"FCA";"Fiat";"dez_20";19426;"dez";2020
"1045";"Comerciais leves";"Ford";"Ford";"jan_22";1262;"jan";2022
"1046";"Comerciais leves";"Ford";"Ford";"fev_22";853;"fev";2022
"1047";"Comerciais leves";"Ford";"Ford";"mar_22";1085;"mar";2022
"1048";"Comerciais leves";"Ford";"Ford";"abr_22";1470;"abr";2022
"1049";"Comerciais leves";"Ford";"Ford";"mai_22";1547;"mai";2022
"1050";"Comerciais leves";"Ford";"Ford";"jun_22";1693;"jun";2022
"1051";"Comerciais leves";"Ford";"Ford";"jul_22";1005;"jul";2022
"1052";"Comerciais leves";"Ford";"Ford";"ago_22";1719;"ago";2022
"1053";"Comerciais leves";"Ford";"Ford";"set_22";NA;"set";2022
"1054";"Comerciais leves";"Ford";"Ford";"out_22";NA;"out";2022
"1055";"Comerciais leves";"Ford";"Ford";"nov_22";NA;"nov";2022
"1056";"Comerciais leves";"Ford";"Ford";"dez_22";NA;"dez";2022
"1057";"Comerciais leves";"Ford";"Ford";"jan_21";1927;"jan";2021
"1058";"Comerciais leves";"Ford";"Ford";"fev_21";1310;"fev";2021
"1059";"Comerciais leves";"Ford";"Ford";"mar_21";2388;"mar";2021
"1060";"Comerciais leves";"Ford";"Ford";"abr_21";2007;"abr";2021
"1061";"Comerciais leves";"Ford";"Ford";"mai_21";1431;"mai";2021
"1062";"Comerciais leves";"Ford";"Ford";"jun_21";753;"jun";2021
"1063";"Comerciais leves";"Ford";"Ford";"jul_21";1830;"jul";2021
"1064";"Comerciais leves";"Ford";"Ford";"ago_21";2185;"ago";2021
"1065";"Comerciais leves";"Ford";"Ford";"set_21";1363;"set";2021
"1066";"Comerciais leves";"Ford";"Ford";"out_21";1449;"out";2021
"1067";"Comerciais leves";"Ford";"Ford";"nov_21";1661;"nov";2021
"1068";"Comerciais leves";"Ford";"Ford";"dez_21";2317;"dez";2021
"1069";"Comerciais leves";"Ford";"Ford";"jan_20";1642;"jan";2020
"1070";"Comerciais leves";"Ford";"Ford";"fev_20";1323;"fev";2020
"1071";"Comerciais leves";"Ford";"Ford";"mar_20";1560;"mar";2020
"1072";"Comerciais leves";"Ford";"Ford";"abr_20";1072;"abr";2020
"1073";"Comerciais leves";"Ford";"Ford";"mai_20";1400;"mai";2020
"1074";"Comerciais leves";"Ford";"Ford";"jun_20";1737;"jun";2020
"1075";"Comerciais leves";"Ford";"Ford";"jul_20";1733;"jul";2020
"1076";"Comerciais leves";"Ford";"Ford";"ago_20";1282;"ago";2020
"1077";"Comerciais leves";"Ford";"Ford";"set_20";1686;"set";2020
"1078";"Comerciais leves";"Ford";"Ford";"out_20";1702;"out";2020
"1079";"Comerciais leves";"Ford";"Ford";"nov_20";2323;"nov";2020
"1080";"Comerciais leves";"Ford";"Ford";"dez_20";2404;"dez";2020
"1081";"Comerciais leves";"General Motors";"GM";"jan_22";741;"jan";2022
"1082";"Comerciais leves";"General Motors";"GM";"fev_22";2263;"fev";2022
"1083";"Comerciais leves";"General Motors";"GM";"mar_22";2568;"mar";2022
"1084";"Comerciais leves";"General Motors";"GM";"abr_22";2740;"abr";2022
"1085";"Comerciais leves";"General Motors";"GM";"mai_22";2720;"mai";2022
"1086";"Comerciais leves";"General Motors";"GM";"jun_22";2972;"jun";2022
"1087";"Comerciais leves";"General Motors";"GM";"jul_22";2235;"jul";2022
"1088";"Comerciais leves";"General Motors";"GM";"ago_22";2124;"ago";2022
"1089";"Comerciais leves";"General Motors";"GM";"set_22";NA;"set";2022
"1090";"Comerciais leves";"General Motors";"GM";"out_22";NA;"out";2022
"1091";"Comerciais leves";"General Motors";"GM";"nov_22";NA;"nov";2022
"1092";"Comerciais leves";"General Motors";"GM";"dez_22";NA;"dez";2022
"1093";"Comerciais leves";"General Motors";"GM";"jan_21";2643;"jan";2021
"1094";"Comerciais leves";"General Motors";"GM";"fev_21";1894;"fev";2021
"1095";"Comerciais leves";"General Motors";"GM";"mar_21";1739;"mar";2021
"1096";"Comerciais leves";"General Motors";"GM";"abr_21";2472;"abr";2021
"1097";"Comerciais leves";"General Motors";"GM";"mai_21";2470;"mai";2021
"1098";"Comerciais leves";"General Motors";"GM";"jun_21";3560;"jun";2021
"1099";"Comerciais leves";"General Motors";"GM";"jul_21";4244;"jul";2021
"1100";"Comerciais leves";"General Motors";"GM";"ago_21";4832;"ago";2021
"1101";"Comerciais leves";"General Motors";"GM";"set_21";4267;"set";2021
"1102";"Comerciais leves";"General Motors";"GM";"out_21";3802;"out";2021
"1103";"Comerciais leves";"General Motors";"GM";"nov_21";3118;"nov";2021
"1104";"Comerciais leves";"General Motors";"GM";"dez_21";2237;"dez";2021
"1105";"Comerciais leves";"General Motors";"GM";"jan_20";2675;"jan";2020
