"";"tipo_veiculo";"nome_montadora";"marca";"mes_ano";"qtd_licenciada";"mes";"ano"
"1578";"Caminhões Semileves";"FCA";"Dodge";"jun_20";230;"jun";2020
"1579";"Caminhões Semileves";"FCA";"Dodge";"jul_20";105;"jul";2020
"1580";"Caminhões Semileves";"FCA";"Dodge";"ago_20";40;"ago";2020
"1581";"Caminhões Semileves";"FCA";"Dodge";"set_20";22;"set";2020
"1582";"Caminhões Semileves";"FCA";"Dodge";"out_20";29;"out";2020
"1583";"Caminhões Semileves";"FCA";"Dodge";"nov_20";194;"nov";2020
"1584";"Caminhões Semileves";"FCA";"Dodge";"dez_20";283;"dez";2020
"1585";"Caminhões Semileves";"Ford";"Ford";"jan_22";3;"jan";2022
"1586";"Caminhões Semileves";"Ford";"Ford";"fev_22";1;"fev";2022
"1587";"Caminhões Semileves";"Ford";"Ford";"mar_22";0;"mar";2022
"1588";"Caminhões Semileves";"Ford";"Ford";"abr_22";1;"abr";2022
"1589";"Caminhões Semileves";"Ford";"Ford";"mai_22";0;"mai";2022
"1590";"Caminhões Semileves";"Ford";"Ford";"jun_22";0;"jun";2022
"1591";"Caminhões Semileves";"Ford";"Ford";"jul_22";1;"jul";2022
"1592";"Caminhões Semileves";"Ford";"Ford";"ago_22";3;"ago";2022
"1593";"Caminhões Semileves";"Ford";"Ford";"set_22";NA;"set";2022
"1594";"Caminhões Semileves";"Ford";"Ford";"out_22";NA;"out";2022
"1595";"Caminhões Semileves";"Ford";"Ford";"nov_22";NA;"nov";2022
"1596";"Caminhões Semileves";"Ford";"Ford";"dez_22";NA;"dez";2022
"1597";"Caminhões Semileves";"Ford";"Ford";"jan_21";2;"jan";2021
"1598";"Caminhões Semileves";"Ford";"Ford";"fev_21";0;"fev";2021
"1599";"Caminhões Semileves";"Ford";"Ford";"mar_21";0;"mar";2021
"1600";"Caminhões Semileves";"Ford";"Ford";"abr_21";0;"abr";2021
"1601";"Caminhões Semileves";"Ford";"Ford";"mai_21";1;"mai";2021
"1602";"Caminhões Semileves";"Ford";"Ford";"jun_21";0;"jun";2021
"1603";"Caminhões Semileves";"Ford";"Ford";"jul_21";1;"jul";2021
"1604";"Caminhões Semileves";"Ford";"Ford";"ago_21";2;"ago";2021
"1605";"Caminhões Semileves";"Ford";"Ford";"set_21";0;"set";2021
"1606";"Caminhões Semileves";"Ford";"Ford";"out_21";1;"out";2021
"1607";"Caminhões Semileves";"Ford";"Ford";"nov_21";1;"nov";2021
"1608";"Caminhões Semileves";"Ford";"Ford";"dez_21";0;"dez";2021
"1609";"Caminhões Semileves";"Ford";"Ford";"jan_20";13;"jan";2020
"1610";"Caminhões Semileves";"Ford";"Ford";"fev_20";3;"fev";2020
"1611";"Caminhões Semileves";"Ford";"Ford";"mar_20";3;"mar";2020
"1612";"Caminhões Semileves";"Ford";"Ford";"abr_20";1;"abr";2020
"1613";"Caminhões Semileves";"Ford";"Ford";"mai_20";1;"mai";2020
"1614";"Caminhões Semileves";"Ford";"Ford";"jun_20";2;"jun";2020
"1615";"Caminhões Semileves";"Ford";"Ford";"jul_20";2;"jul";2020
"1616";"Caminhões Semileves";"Ford";"Ford";"ago_20";1;"ago";2020
"1617";"Caminhões Semileves";"Ford";"Ford";"set_20";0;"set";2020
"1618";"Caminhões Semileves";"Ford";"Ford";"out_20";0;"out";2020
"1619";"Caminhões Semileves";"Ford";"Ford";"nov_20";1;"nov";2020
"1620";"Caminhões Semileves";"Ford";"Ford";"dez_20";0;"dez";2020
"1621";"Caminhões Semileves";"Iveco";"Iveco";"jan_22";78;"jan";2022
"1622";"Caminhões Semileves";"Iveco";"Iveco";"fev_22";51;"fev";2022
"1623";"Caminhões Semileves";"Iveco";"Iveco";"mar_22";94;"mar";2022
"1624";"Caminhões Semileves";"Iveco";"Iveco";"abr_22";73;"abr";2022
"1625";"Caminhões Semileves";"Iveco";"Iveco";"mai_22";105;"mai";2022
"1626";"Caminhões Semileves";"Iveco";"Iveco";"jun_22";142;"jun";2022
"1627";"Caminhões Semileves";"Iveco";"Iveco";"jul_22";97;"jul";2022
"1628";"Caminhões Semileves";"Iveco";"Iveco";"ago_22";95;"ago";2022
"1629";"Caminhões Semileves";"Iveco";"Iveco";"set_22";NA;"set";2022
"1630";"Caminhões Semileves";"Iveco";"Iveco";"out_22";NA;"out";2022
"1631";"Caminhões Semileves";"Iveco";"Iveco";"nov_22";NA;"nov";2022
"1632";"Caminhões Semileves";"Iveco";"Iveco";"dez_22";NA;"dez";2022
"1633";"Caminhões Semileves";"Iveco";"Iveco";"jan_21";49;"jan";2021
"1634";"Caminhões Semileves";"Iveco";"Iveco";"fev_21";40;"fev";2021
"1635";"Caminhões Semileves";"Iveco";"Iveco";"mar_21";49;"mar";2021
"1636";"Caminhões Semileves";"Iveco";"Iveco";"abr_21";43;"abr";2021
"1637";"Caminhões Semileves";"Iveco";"Iveco";"mai_21";47;"mai";2021
"1638";"Caminhões Semileves";"Iveco";"Iveco";"jun_21";38;"jun";2021
"1639";"Caminhões Semileves";"Iveco";"Iveco";"jul_21";46;"jul";2021
"1640";"Caminhões Semileves";"Iveco";"Iveco";"ago_21";75;"ago";2021
"1641";"Caminhões Semileves";"Iveco";"Iveco";"set_21";49;"set";2021
"1642";"Caminhões Semileves";"Iveco";"Iveco";"out_21";78;"out";2021
"1643";"Caminhões Semileves";"Iveco";"Iveco";"nov_21";60;"nov";2021
"1644";"Caminhões Semileves";"Iveco";"Iveco";"dez_21";81;"dez";2021
"1645";"Caminhões Semileves";"Iveco";"Iveco";"jan_20";17;"jan";2020
"1646";"Caminhões Semileves";"Iveco";"Iveco";"fev_20";15;"fev";2020
"1647";"Caminhões Semileves";"Iveco";"Iveco";"mar_20";9;"mar";2020
"1648";"Caminhões Semileves";"Iveco";"Iveco";"abr_20";13;"abr";2020
"1649";"Caminhões Semileves";"Iveco";"Iveco";"mai_20";16;"mai";2020
"1650";"Caminhões Semileves";"Iveco";"Iveco";"jun_20";32;"jun";2020
"1651";"Caminhões Semileves";"Iveco";"Iveco";"jul_20";27;"jul";2020
"1652";"Caminhões Semileves";"Iveco";"Iveco";"ago_20";34;"ago";2020
"1653";"Caminhões Semileves";"Iveco";"Iveco";"set_20";44;"set";2020
"1654";"Caminhões Semileves";"Iveco";"Iveco";"out_20";56;"out";2020
"1655";"Caminhões Semileves";"Iveco";"Iveco";"nov_20";66;"nov";2020
"1656";"Caminhões Semileves";"Iveco";"Iveco";"dez_20";68;"dez";2020
"1657";"Caminhões Semileves";"MAN";"MAN";"jan_22";24;"jan";2022
"1658";"Caminhões Semileves";"MAN";"MAN";"fev_22";32;"fev";2022
"1659";"Caminhões Semileves";"MAN";"MAN";"mar_22";25;"mar";2022
"1660";"Caminhões Semileves";"MAN";"MAN";"abr_22";26;"abr";2022
"1661";"Caminhões Semileves";"MAN";"MAN";"mai_22";52;"mai";2022
"1662";"Caminhões Semileves";"MAN";"MAN";"jun_22";90;"jun";2022
"1663";"Caminhões Semileves";"MAN";"MAN";"jul_22";78;"jul";2022
"1664";"Caminhões Semileves";"MAN";"MAN";"ago_22";89;"ago";2022
"1665";"Caminhões Semileves";"MAN";"MAN";"set_22";NA;"set";2022
"1666";"Caminhões Semileves";"MAN";"MAN";"out_22";NA;"out";2022
"1667";"Caminhões Semileves";"MAN";"MAN";"nov_22";NA;"nov";2022
"1668";"Caminhões Semileves";"MAN";"MAN";"dez_22";NA;"dez";2022
"1669";"Caminhões Semileves";"MAN";"MAN";"jan_21";21;"jan";2021
"1670";"Caminhões Semileves";"MAN";"MAN";"fev_21";15;"fev";2021
"1671";"Caminhões Semileves";"MAN";"MAN";"mar_21";63;"mar";2021
"1672";"Caminhões Semileves";"MAN";"MAN";"abr_21";66;"abr";2021
"1673";"Caminhões Semileves";"MAN";"MAN";"mai_21";32;"mai";2021
"1674";"Caminhões Semileves";"MAN";"MAN";"jun_21";39;"jun";2021
"1675";"Caminhões Semileves";"MAN";"MAN";"jul_21";24;"jul";2021
"1676";"Caminhões Semileves";"MAN";"MAN";"ago_21";61;"ago";2021
"1677";"Caminhões Semileves";"MAN";"MAN";"set_21";63;"set";2021
"1678";"Caminhões Semileves";"MAN";"MAN";"out_21";21;"out";2021
"1679";"Caminhões Semileves";"MAN";"MAN";"nov_21";32;"nov";2021
"1680";"Caminhões Semileves";"MAN";"MAN";"dez_21";30;"dez";2021
"1681";"Caminhões Semileves";"MAN";"MAN";"jan_20";39;"jan";2020
"1682";"Caminhões Semileves";"MAN";"MAN";"fev_20";44;"fev";2020
"1683";"Caminhões Semileves";"MAN";"MAN";"mar_20";30;"mar";2020
"1684";"Caminhões Semileves";"MAN";"MAN";"abr_20";36;"abr";2020
"1685";"Caminhões Semileves";"MAN";"MAN";"mai_20";24;"mai";2020
"1686";"Caminhões Semileves";"MAN";"MAN";"jun_20";60;"jun";2020
"1687";"Caminhões Semileves";"MAN";"MAN";"jul_20";41;"jul";2020
"1688";"Caminhões Semileves";"MAN";"MAN";"ago_20";55;"ago";2020
"1689";"Caminhões Semileves";"MAN";"MAN";"set_20";76;"set";2020
"1690";"Caminhões Semileves";"MAN";"MAN";"out_20";47;"out";2020
"1691";"Caminhões Semileves";"MAN";"MAN";"nov_20";50;"nov";2020
"1692";"Caminhões Semileves";"MAN";"MAN";"dez_20";54;"dez";2020
"1693";"Caminhões Semileves";"Mercedes-Benz Cars & Vans";"Mercedes-Benz";"jan_22";151;"jan";2022
"1694";"Caminhões Semileves";"Mercedes-Benz Cars & Vans";"Mercedes-Benz";"fev_22";151;"fev";2022
"1695";"Caminhões Semileves";"Mercedes-Benz Cars & Vans";"Mercedes-Benz";"mar_22";239;"mar";2022
"1696";"Caminhões Semileves";"Mercedes-Benz Cars & Vans";"Mercedes-Benz";"abr_22";227;"abr";2022
"1697";"Caminhões Semileves";"Mercedes-Benz Cars & Vans";"Mercedes-Benz";"mai_22";254;"mai";2022
"1698";"Caminhões Semileves";"Mercedes-Benz Cars & Vans";"Mercedes-Benz";"jun_22";242;"jun";2022
"1699";"Caminhões Semileves";"Mercedes-Benz Cars & Vans";"Mercedes-Benz";"jul_22";201;"jul";2022
"1700";"Caminhões Semileves";"Mercedes-Benz Cars & Vans";"Mercedes-Benz";"ago_22";232;"ago";2022
"1701";"Caminhões Semileves";"Mercedes-Benz Cars & Vans";"Mercedes-Benz";"set_22";NA;"set";2022
"1702";"Caminhões Semileves";"Mercedes-Benz Cars & Vans";"Mercedes-Benz";"out_22";NA;"out";2022
"1703";"Caminhões Semileves";"Mercedes-Benz Cars & Vans";"Mercedes-Benz";"nov_22";NA;"nov";2022
"1704";"Caminhões Semileves";"Mercedes-Benz Cars & Vans";"Mercedes-Benz";"dez_22";NA;"dez";2022
"1705";"Caminhões Semileves";"Mercedes-Benz Cars & Vans";"Mercedes-Benz";"jan_21";215;"jan";2021
"1706";"Caminhões Semileves";"Mercedes-Benz Cars & Vans";"Mercedes-Benz";"fev_21";253;"fev";2021
"1707";"Caminhões Semileves";"Mercedes-Benz Cars & Vans";"Mercedes-Benz";"mar_21";338;"mar";2021
"1708";"Caminhões Semileves";"Mercedes-Benz Cars & Vans";"Mercedes-Benz";"abr_21";301;"abr";2021
"1709";"Caminhões Semileves";"Mercedes-Benz Cars & Vans";"Mercedes-Benz";"mai_21";291;"mai";2021
"1710";"Caminhões Semileves";"Mercedes-Benz Cars & Vans";"Mercedes-Benz";"jun_21";237;"jun";2021
"1711";"Caminhões Semileves";"Mercedes-Benz Cars & Vans";"Mercedes-Benz";"jul_21";270;"jul";2021
"1712";"Caminhões Semileves";"Mercedes-Benz Cars & Vans";"Mercedes-Benz";"ago_21";258;"ago";2021
"1713";"Caminhões Semileves";"Mercedes-Benz Cars & Vans";"Mercedes-Benz";"set_21";260;"set";2021
"1714";"Caminhões Semileves";"Mercedes-Benz Cars & Vans";"Mercedes-Benz";"out_21";208;"out";2021
"1715";"Caminhões Semileves";"Mercedes-Benz Cars & Vans";"Mercedes-Benz";"nov_21";191;"nov";2021
"1716";"Caminhões Semileves";"Mercedes-Benz Cars & Vans";"Mercedes-Benz";"dez_21";201;"dez";2021
"1717";"Caminhões Semileves";"Mercedes-Benz Cars & Vans";"Mercedes-Benz";"jan_20";162;"jan";2020
"1718";"Caminhões Semileves";"Mercedes-Benz Cars & Vans";"Mercedes-Benz";"fev_20";142;"fev";2020
"1719";"Caminhões Semileves";"Mercedes-Benz Cars & Vans";"Mercedes-Benz";"mar_20";120;"mar";2020
"1720";"Caminhões Semileves";"Mercedes-Benz Cars & Vans";"Mercedes-Benz";"abr_20";74;"abr";2020
"1721";"Caminhões Semileves";"Mercedes-Benz Cars & Vans";"Mercedes-Benz";"mai_20";92;"mai";2020
"1722";"Caminhões Semileves";"Mercedes-Benz Cars & Vans";"Mercedes-Benz";"jun_20";184;"jun";2020
"1723";"Caminhões Semileves";"Mercedes-Benz Cars & Vans";"Mercedes-Benz";"jul_20";291;"jul";2020
"1724";"Caminhões Semileves";"Mercedes-Benz Cars & Vans";"Mercedes-Benz";"ago_20";251;"ago";2020
"1725";"Caminhões Semileves";"Mercedes-Benz Cars & Vans";"Mercedes-Benz";"set_20";218;"set";2020
"1726";"Caminhões Semileves";"Mercedes-Benz Cars & Vans";"Mercedes-Benz";"out_20";169;"out";2020
"1727";"Caminhões Semileves";"Mercedes-Benz Cars & Vans";"Mercedes-Benz";"nov_20";208;"nov";2020
"1728";"Caminhões Semileves";"Mercedes-Benz Cars & Vans";"Mercedes-Benz";"dez_20";220;"dez";2020
"1729";"Caminhões Semileves";"Peugeot Citroën";"Peugeot";"jan_22";3;"jan";2022
"1730";"Caminhões Semileves";"Peugeot Citroën";"Peugeot";"fev_22";2;"fev";2022
"1731";"Caminhões Semileves";"Peugeot Citroën";"Peugeot";"mar_22";0;"mar";2022
"1732";"Caminhões Semileves";"Peugeot Citroën";"Peugeot";"abr_22";4;"abr";2022
"1733";"Caminhões Semileves";"Peugeot Citroën";"Peugeot";"mai_22";5;"mai";2022
"1734";"Caminhões Semileves";"Peugeot Citroën";"Peugeot";"jun_22";7;"jun";2022
"1735";"Caminhões Semileves";"Peugeot Citroën";"Peugeot";"jul_22";7;"jul";2022
"1736";"Caminhões Semileves";"Peugeot Citroën";"Peugeot";"ago_22";1;"ago";2022
"1737";"Caminhões Semileves";"Peugeot Citroën";"Peugeot";"set_22";NA;"set";2022
"1738";"Caminhões Semileves";"Peugeot Citroën";"Peugeot";"out_22";NA;"out";2022
"1739";"Caminhões Semileves";"Peugeot Citroën";"Peugeot";"nov_22";NA;"nov";2022
"1740";"Caminhões Semileves";"Peugeot Citroën";"Peugeot";"dez_22";NA;"dez";2022
"1741";"Caminhões Semileves";"Peugeot Citroën";"Peugeot";"jan_21";37;"jan";2021
"1742";"Caminhões Semileves";"Peugeot Citroën";"Peugeot";"fev_21";7;"fev";2021
"1743";"Caminhões Semileves";"Peugeot Citroën";"Peugeot";"mar_21";12;"mar";2021
"1744";"Caminhões Semileves";"Peugeot Citroën";"Peugeot";"abr_21";9;"abr";2021
"1745";"Caminhões Semileves";"Peugeot Citroën";"Peugeot";"mai_21";8;"mai";2021
"1746";"Caminhões Semileves";"Peugeot Citroën";"Peugeot";"jun_21";8;"jun";2021
"1747";"Caminhões Semileves";"Peugeot Citroën";"Peugeot";"jul_21";12;"jul";2021
"1748";"Caminhões Semileves";"Peugeot Citroën";"Peugeot";"ago_21";13;"ago";2021
"1749";"Caminhões Semileves";"Peugeot Citroën";"Peugeot";"set_21";4;"set";2021
"1750";"Caminhões Semileves";"Peugeot Citroën";"Peugeot";"out_21";7;"out";2021
"1751";"Caminhões Semileves";"Peugeot Citroën";"Peugeot";"nov_21";0;"nov";2021
"1752";"Caminhões Semileves";"Peugeot Citroën";"Peugeot";"dez_21";2;"dez";2021
"1753";"Caminhões Semileves";"Peugeot Citroën";"Peugeot";"jan_20";10;"jan";2020
"1754";"Caminhões Semileves";"Peugeot Citroën";"Peugeot";"fev_20";10;"fev";2020
"1755";"Caminhões Semileves";"Peugeot Citroën";"Peugeot";"mar_20";7;"mar";2020
"1756";"Caminhões Semileves";"Peugeot Citroën";"Peugeot";"abr_20";4;"abr";2020
"1757";"Caminhões Semileves";"Peugeot Citroën";"Peugeot";"mai_20";6;"mai";2020
"1758";"Caminhões Semileves";"Peugeot Citroën";"Peugeot";"jun_20";3;"jun";2020
"1759";"Caminhões Semileves";"Peugeot Citroën";"Peugeot";"jul_20";21;"jul";2020
"1760";"Caminhões Semileves";"Peugeot Citroën";"Peugeot";"ago_20";48;"ago";2020
"1761";"Caminhões Semileves";"Peugeot Citroën";"Peugeot";"set_20";19;"set";2020
"1762";"Caminhões Semileves";"Peugeot Citroën";"Peugeot";"out_20";25;"out";2020
"1763";"Caminhões Semileves";"Peugeot Citroën";"Peugeot";"nov_20";3;"nov";2020
"1764";"Caminhões Semileves";"Peugeot Citroën";"Peugeot";"dez_20";9;"dez";2020
"1765";"Caminhões Semileves";"Peugeot Citroën";"Citroën";"jan_22";1;"jan";2022
"1766";"Caminhões Semileves";"Peugeot Citroën";"Citroën";"fev_22";1;"fev";2022
"1767";"Caminhões Semileves";"Peugeot Citroën";"Citroën";"mar_22";0;"mar";2022
"1768";"Caminhões Semileves";"Peugeot Citroën";"Citroën";"abr_22";1;"abr";2022
"1769";"Caminhões Semileves";"Peugeot Citroën";"Citroën";"mai_22";4;"mai";2022
"1770";"Caminhões Semileves";"Peugeot Citroën";"Citroën";"jun_22";1;"jun";2022
"1771";"Caminhões Semileves";"Peugeot Citroën";"Citroën";"jul_22";7;"jul";2022
"1772";"Caminhões Semileves";"Peugeot Citroën";"Citroën";"ago_22";3;"ago";2022
"1773";"Caminhões Semileves";"Peugeot Citroën";"Citroën";"set_22";NA;"set";2022
"1774";"Caminhões Semileves";"Peugeot Citroën";"Citroën";"out_22";NA;"out";2022
"1775";"Caminhões Semileves";"Peugeot Citroën";"Citroën";"nov_22";NA;"nov";2022
"1776";"Caminhões Semileves";"Peugeot Citroën";"Citroën";"dez_22";NA;"dez";2022
"1777";"Caminhões Semileves";"Peugeot Citroën";"Citroën";"jan_21";3;"jan";2021
"1778";"Caminhões Semileves";"Peugeot Citroën";"Citroën";"fev_21";3;"fev";2021
"1779";"Caminhões Semileves";"Peugeot Citroën";"Citroën";"mar_21";0;"mar";2021
"1780";"Caminhões Semileves";"Peugeot Citroën";"Citroën";"abr_21";4;"abr";2021
"1781";"Caminhões Semileves";"Peugeot Citroën";"Citroën";"mai_21";10;"mai";2021
"1782";"Caminhões Semileves";"Peugeot Citroën";"Citroën";"jun_21";3;"jun";2021
"1783";"Caminhões Semileves";"Peugeot Citroën";"Citroën";"jul_21";8;"jul";2021
"1784";"Caminhões Semileves";"Peugeot Citroën";"Citroën";"ago_21";4;"ago";2021
"1785";"Caminhões Semileves";"Peugeot Citroën";"Citroën";"set_21";4;"set";2021
"1786";"Caminhões Semileves";"Peugeot Citroën";"Citroën";"out_21";7;"out";2021
"1787";"Caminhões Semileves";"Peugeot Citroën";"Citroën";"nov_21";1;"nov";2021
"1788";"Caminhões Semileves";"Peugeot Citroën";"Citroën";"dez_21";8;"dez";2021
"1789";"Caminhões Semileves";"Peugeot Citroën";"Citroën";"jan_20";17;"jan";2020
"1790";"Caminhões Semileves";"Peugeot Citroën";"Citroën";"fev_20";5;"fev";2020
"1791";"Caminhões Semileves";"Peugeot Citroën";"Citroën";"mar_20";6;"mar";2020
"1792";"Caminhões Semileves";"Peugeot Citroën";"Citroën";"abr_20";10;"abr";2020
"1793";"Caminhões Semileves";"Peugeot Citroën";"Citroën";"mai_20";2;"mai";2020
"1794";"Caminhões Semileves";"Peugeot Citroën";"Citroën";"jun_20";12;"jun";2020
"1795";"Caminhões Semileves";"Peugeot Citroën";"Citroën";"jul_20";6;"jul";2020
"1796";"Caminhões Semileves";"Peugeot Citroën";"Citroën";"ago_20";13;"ago";2020
"1797";"Caminhões Semileves";"Peugeot Citroën";"Citroën";"set_20";5;"set";2020
"1798";"Caminhões Semileves";"Peugeot Citroën";"Citroën";"out_20";7;"out";2020
"1799";"Caminhões Semileves";"Peugeot Citroën";"Citroën";"nov_20";5;"nov";2020
"1800";"Caminhões Semileves";"Peugeot Citroën";"Citroën";"dez_20";0;"dez";2020
"1801";"Caminhões Leves";"Agrale";"Agrale";"jan_22";3;"jan";2022
"1802";"Caminhões Leves";"Agrale";"Agrale";"fev_22";5;"fev";2022
"1803";"Caminhões Leves";"Agrale";"Agrale";"mar_22";5;"mar";2022
"1804";"Caminhões Leves";"Agrale";"Agrale";"abr_22";2;"abr";2022
"1805";"Caminhões Leves";"Agrale";"Agrale";"mai_22";5;"mai";2022
"1806";"Caminhões Leves";"Agrale";"Agrale";"jun_22";9;"jun";2022
"1807";"Caminhões Leves";"Agrale";"Agrale";"jul_22";5;"jul";2022
"1808";"Caminhões Leves";"Agrale";"Agrale";"ago_22";6;"ago";2022
"1809";"Caminhões Leves";"Agrale";"Agrale";"set_22";NA;"set";2022
"1810";"Caminhões Leves";"Agrale";"Agrale";"out_22";NA;"out";2022
"1811";"Caminhões Leves";"Agrale";"Agrale";"nov_22";NA;"nov";2022
"1812";"Caminhões Leves";"Agrale";"Agrale";"dez_22";NA;"dez";2022
"1813";"Caminhões Leves";"Agrale";"Agrale";"jan_21";2;"jan";2021
"1814";"Caminhões Leves";"Agrale";"Agrale";"fev_21";0;"fev";2021
"1815";"Caminhões Leves";"Agrale";"Agrale";"mar_21";1;"mar";2021
"1816";"Caminhões Leves";"Agrale";"Agrale";"abr_21";3;"abr";2021
"1817";"Caminhões Leves";"Agrale";"Agrale";"mai_21";4;"mai";2021
"1818";"Caminhões Leves";"Agrale";"Agrale";"jun_21";1;"jun";2021
"1819";"Caminhões Leves";"Agrale";"Agrale";"jul_21";1;"jul";2021
"1820";"Caminhões Leves";"Agrale";"Agrale";"ago_21";2;"ago";2021
"1821";"Caminhões Leves";"Agrale";"Agrale";"set_21";4;"set";2021
"1822";"Caminhões Leves";"Agrale";"Agrale";"out_21";2;"out";2021
"1823";"Caminhões Leves";"Agrale";"Agrale";"nov_21";6;"nov";2021
"1824";"Caminhões Leves";"Agrale";"Agrale";"dez_21";4;"dez";2021
"1825";"Caminhões Leves";"Agrale";"Agrale";"jan_20";2;"jan";2020
"1826";"Caminhões Leves";"Agrale";"Agrale";"fev_20";0;"fev";2020
"1827";"Caminhões Leves";"Agrale";"Agrale";"mar_20";1;"mar";2020
"1828";"Caminhões Leves";"Agrale";"Agrale";"abr_20";0;"abr";2020
"1829";"Caminhões Leves";"Agrale";"Agrale";"mai_20";0;"mai";2020
"1830";"Caminhões Leves";"Agrale";"Agrale";"jun_20";0;"jun";2020
"1831";"Caminhões Leves";"Agrale";"Agrale";"jul_20";0;"jul";2020
"1832";"Caminhões Leves";"Agrale";"Agrale";"ago_20";0;"ago";2020
"1833";"Caminhões Leves";"Agrale";"Agrale";"set_20";1;"set";2020
"1834";"Caminhões Leves";"Agrale";"Agrale";"out_20";3;"out";2020
"1835";"Caminhões Leves";"Agrale";"Agrale";"nov_20";2;"nov";2020
"1836";"Caminhões Leves";"Agrale";"Agrale";"dez_20";3;"dez";2020
"1837";"Caminhões Leves";"Caoa - Hyundai";"Caoa - Hyundai";"jan_22";25;"jan";2022
"1838";"Caminhões Leves";"Caoa - Hyundai";"Caoa - Hyundai";"fev_22";15;"fev";2022
"1839";"Caminhões Leves";"Caoa - Hyundai";"Caoa - Hyundai";"mar_22";14;"mar";2022
"1840";"Caminhões Leves";"Caoa - Hyundai";"Caoa - Hyundai";"abr_22";34;"abr";2022
"1841";"Caminhões Leves";"Caoa - Hyundai";"Caoa - Hyundai";"mai_22";31;"mai";2022
"1842";"Caminhões Leves";"Caoa - Hyundai";"Caoa - Hyundai";"jun_22";21;"jun";2022
"1843";"Caminhões Leves";"Caoa - Hyundai";"Caoa - Hyundai";"jul_22";14;"jul";2022
"1844";"Caminhões Leves";"Caoa - Hyundai";"Caoa - Hyundai";"ago_22";16;"ago";2022
"1845";"Caminhões Leves";"Caoa - Hyundai";"Caoa - Hyundai";"set_22";NA;"set";2022
"1846";"Caminhões Leves";"Caoa - Hyundai";"Caoa - Hyundai";"out_22";NA;"out";2022
"1847";"Caminhões Leves";"Caoa - Hyundai";"Caoa - Hyundai";"nov_22";NA;"nov";2022
"1848";"Caminhões Leves";"Caoa - Hyundai";"Caoa - Hyundai";"dez_22";NA;"dez";2022
"1849";"Caminhões Leves";"Caoa - Hyundai";"Caoa - Hyundai";"jan_21";14;"jan";2021
"1850";"Caminhões Leves";"Caoa - Hyundai";"Caoa - Hyundai";"fev_21";17;"fev";2021
"1851";"Caminhões Leves";"Caoa - Hyundai";"Caoa - Hyundai";"mar_21";38;"mar";2021
"1852";"Caminhões Leves";"Caoa - Hyundai";"Caoa - Hyundai";"abr_21";35;"abr";2021
"1853";"Caminhões Leves";"Caoa - Hyundai";"Caoa - Hyundai";"mai_21";40;"mai";2021
"1854";"Caminhões Leves";"Caoa - Hyundai";"Caoa - Hyundai";"jun_21";48;"jun";2021
"1855";"Caminhões Leves";"Caoa - Hyundai";"Caoa - Hyundai";"jul_21";59;"jul";2021
"1856";"Caminhões Leves";"Caoa - Hyundai";"Caoa - Hyundai";"ago_21";55;"ago";2021
"1857";"Caminhões Leves";"Caoa - Hyundai";"Caoa - Hyundai";"set_21";41;"set";2021
"1858";"Caminhões Leves";"Caoa - Hyundai";"Caoa - Hyundai";"out_21";29;"out";2021
"1859";"Caminhões Leves";"Caoa - Hyundai";"Caoa - Hyundai";"nov_21";51;"nov";2021
"1860";"Caminhões Leves";"Caoa - Hyundai";"Caoa - Hyundai";"dez_21";62;"dez";2021
"1861";"Caminhões Leves";"Caoa - Hyundai";"Caoa - Hyundai";"jan_20";8;"jan";2020
"1862";"Caminhões Leves";"Caoa - Hyundai";"Caoa - Hyundai";"fev_20";11;"fev";2020
"1863";"Caminhões Leves";"Caoa - Hyundai";"Caoa - Hyundai";"mar_20";9;"mar";2020
"1864";"Caminhões Leves";"Caoa - Hyundai";"Caoa - Hyundai";"abr_20";5;"abr";2020
"1865";"Caminhões Leves";"Caoa - Hyundai";"Caoa - Hyundai";"mai_20";19;"mai";2020
"1866";"Caminhões Leves";"Caoa - Hyundai";"Caoa - Hyundai";"jun_20";14;"jun";2020
"1867";"Caminhões Leves";"Caoa - Hyundai";"Caoa - Hyundai";"jul_20";11;"jul";2020
"1868";"Caminhões Leves";"Caoa - Hyundai";"Caoa - Hyundai";"ago_20";34;"ago";2020
"1869";"Caminhões Leves";"Caoa - Hyundai";"Caoa - Hyundai";"set_20";37;"set";2020
"1870";"Caminhões Leves";"Caoa - Hyundai";"Caoa - Hyundai";"out_20";23;"out";2020
"1871";"Caminhões Leves";"Caoa - Hyundai";"Caoa - Hyundai";"nov_20";25;"nov";2020
"1872";"Caminhões Leves";"Caoa - Hyundai";"Caoa - Hyundai";"dez_20";30;"dez";2020
"1873";"Caminhões Leves";"Ford";"Ford";"jan_22";4;"jan";2022
"1874";"Caminhões Leves";"Ford";"Ford";"fev_22";1;"fev";2022
"1875";"Caminhões Leves";"Ford";"Ford";"mar_22";2;"mar";2022
"1876";"Caminhões Leves";"Ford";"Ford";"abr_22";1;"abr";2022
"1877";"Caminhões Leves";"Ford";"Ford";"mai_22";0;"mai";2022
"1878";"Caminhões Leves";"Ford";"Ford";"jun_22";2;"jun";2022
"1879";"Caminhões Leves";"Ford";"Ford";"jul_22";4;"jul";2022
"1880";"Caminhões Leves";"Ford";"Ford";"ago_22";2;"ago";2022
"1881";"Caminhões Leves";"Ford";"Ford";"set_22";NA;"set";2022
"1882";"Caminhões Leves";"Ford";"Ford";"out_22";NA;"out";2022
